gene_symbol	ensembl_gene_id	total_nominations	first_nomination_year	nominating_teams	input_data	validation_details	pharos_class	in_snapshot	our_rank	overall_score	genetic_score	mutation_freq	expr_log2fc	prot_log2fc	chronos	frac_dependent	loeuf	druggability_score	tractability_modalities	max_disease_phase	n_disease_trials	n_publications	velocity	tissue_tau	target_class	is_common_essential	surface_or_secreted	winner_snapshot	rwr_snapshot	winner_global	winner_global_rank	string_degree	axes_with_data
PDHB	ENSG00000168291	4	2018	Chang Lab; Columbia-Rush; Emory; Emory-Sage-SGC	Genetics; Protein; Clinical; RNA	not prioritized for experimental validation | Validation studies ongoing	Tbio	yes	3798	0.048566783742348636			-1.48	-0.111160138999033			0.5960654805846246	0.3	2			75	0.3466666666666667	0.1265	Oxidoreductase	false	false			0.119681	1370	269	7
PRDX6	ENSG00000117592	4	2018	Chang Lab; Emory; MSSM - Zhang Lab; Emory-Sage-SGC	Genetics; RNA; Protein	validation studies ongoing | validation studies planned	Tbio	yes	1890	0.10372371859564324			1.257	0.250418601875062			1.0324538246928918	0.3	2			245	0.3224489795918367	0.1549	Oxidoreductase	false	true	0.0651	0.0087	0.073348	2937	181	7
RPH3A	ENSG00000089169	4	2018	Chang Lab; Columbia-Rush; Emory; MSSM - Zhang Lab	Genetics; Protein; Clinical	not prioritized for experimental validation | validation studies ongoing	Tbio	yes	739	0.2886517602564424	0.4469719128080656		-1.528	-0.338855931264725			0.5973986976128477	0.3	2			87	0.41379310344827586	0.8279		false	true	0.0232	0.0085	0.023274	8977	61	7
VGF	ENSG00000128564	4	2018	Columbia-Rush; Emory; Mayo-UFL-ISB; MSSM - Zhang Lab	Genetics; RNA; Protein; Clinical	validation studies completed | not prioritized for experimental validation | validation studies ongoing	Tbio	yes	1599	0.12179385997620308			-0.28	-0.864055872744395			0.5034170538178429	0.3	2			373	0.42091152815013405	0.8157	Unclassified protein	false	true	0.0411	0.0068	0.023399	8944	67	7
ACE	ENSG00000159640	3	2018	Duke; Emory	Genetics; Metabolomics; Protein	not prioritized for experimental validation | validation studies planned | Not prioritized for experimental validation	Tclin	yes	19	0.6060773746886298	0.8156324041926518		-0.48				0.8736380337442785	1	3	2	1	4333	0.3277175167320563	0.6542	Metallo protease MAE clan	false	true	0.2386	0.0542	0.130805	1149	344	7
CTSH	ENSG00000103811	3	2020	Emory; Emory-Sage-SGC	Genetics; Protein	validation studies planned | Not prioritized for experimental validation	Tchem	yes	295	0.3762388292042883			0.479				1.1634111247275594	0.3	3			175	0.4857142857142857	0.3724	Cysteine protease C1A family	false	false	0.0278	0.003	0.028963	7755	78	6
DBI	ENSG00000155368	3	2018	Columbia-Rush; Emory; MSSM - Zhang Lab	Protein; Clinical; Genetics	not prioritized for experimental validation	Tbio	yes	4796	0.03092242588751341			0.539	0.339706789463992			1.4899460032387057	0.3	2			301	0.26578073089701	0.2099	Unclassified protein	false	false			0.041084	5737	103	7
DNM1	ENSG00000106976	3	2018	Chang Lab; Emory; MSSM - Zhang Lab	Genetics; RNA; Protein	validation studies ongoing | not prioritized for experimental validation	Tbio	yes	2815	0.07370120258271258			-1.707	-0.127708921474351			0.37801698276994616	0.3	3			167	0.2934131736526946	0.5521	Structural protein	false	true			0.085267	2368	221	7
ERBB3	ENSG00000065361	3	2018	Columbia-Rush; Mayo-UFL-ISB; ASU	Genetics; RNA; Protein; Clinical	not prioritized for experimental validation | Validation studies ongoing 	Tclin	yes	4938	0.02901993078919154			0.965				0.7257632547407283	1	4			257	0.25680933852140075	0.5355	TK protein kinase group	false	true			0.132362	1133	308	6
GSN	ENSG00000148180	3	2018	Chang Lab; Columbia-Rush; MSSM - Zhang Lab	Genetics; RNA; Protein; Clinical	not prioritized for experimental validation | Not prioritized for experimental validation	Tbio	yes	2034	0.09723192592829802			1.663	0.275685405830536			0.8162655709169045	0.3	3			425	0.31058823529411766	0.2656	Unclassified protein	false	true			0.105400	1673	253	7
MDK	ENSG00000110492	3	2018	Emory; Mayo-UFL-ISB; Emory-Sage-SGC	Protein; RNA	validation studies ongoing	Tchem	yes	3335	0.05940361442047899			-0.682	0.148101822135715			1.3522696942262118	0.3	2			215	0.4744186046511628	0.5063	Secreted protein	false	true			0.036914	6383	98	7
NDUFA10	ENSG00000130414	3	2018	Chang Lab; Emory; MSSM - Zhang Lab	Genetics; Protein	not prioritized for experimental validation | Not prioritized for experimental validation	Tclin	yes	751	0.2864780796111738	0.09733847042564514		-1.328	-0.151163838636787			1.0882505521207686	1	2	0.5	1	78	0.2564102564102564	0.2202	Oxidoreductase	false	false	0.1495	0.0055	0.104385	1698	199	8
PAK1	ENSG00000149269	3	2018	Chang Lab; MSSM - Zhang Lab; Emory-Sage-SGC	Genetics; RNA; Protein	not prioritized for experimental validation | validation studies ongoing	Tchem	yes	2963	0.0694773014952774			-1.598	-0.0822401589383865			0.5866628935683945	0.3	3			310	0.25806451612903225	0.3475	STE protein kinase STE20 family	false	true			0.107560	1628	279	7
PDHA1	ENSG00000131828	3	2018	Columbia-Rush; MSSM - Zhang Lab; Emory-Sage-SGC	Protein; Clinical; Genetics; RNA	not prioritized for experimental validation | Not prioritized for experimental validation | Validation studies ongoing	Tbio	yes	4996	0.028338721152242202			-0.781	-0.147335832906869				0.3	2			121	0.4049586776859504	0.2453	Oxidoreductase	false	false			0.114468	1477	304	6
PTN	ENSG00000105894	3	2018	Emory; Mayo-UFL-ISB; Emory-Sage-SGC	Protein; RNA	validation studies ongoing	Tchem	yes	4547	0.03419020323133021			1.065	1.10605856149536			1.10623978755014	0.3	2			280	0.475	0.3713	Secreted protein	false	true			0.039201	6001	107	7
RABEP1	ENSG00000029725	3	2018	Duke; Emory-Sage-SGC; MSSM - Roussos Lab	Genetics; Metabolomics; Protein; RNA	not prioritized for experimental validation | Validation studies ongoing 	Tbio	yes	568	0.3189385402750737	0.5021987077749842		-1.455	0.00922667921508591			0.5217094126130557	0.3	2			69	0.42028985507246375	0.1815		false	false	0.0222	0.0022	0.033067	6985	83	7
RUFY3	ENSG00000018189	3	2018	Duke; Emory; MSSM - Roussos Lab	Genetics; Metabolomics; Protein; RNA	not prioritized for experimental validation | Not prioritized for experimental validation 	Tbio	yes	5264	0.02585005761377998			-1.624	0.0260133663282822			0.5390006494887861	0.3	1			24	0.20833333333333334	0.2456		false	true			0.004098	17203	10	7
SEPTIN5	ENSG00000184702	3	2018	Emory; MSSM - Zhang Lab; ASU	Protein; RNA	not prioritized for experimental validation | Not prioritized for experimental validation | Validation studies ongoing 	Tbio	yes	6001	0.014351592316318254							0.47493006525352977	0.3	2			17	0.35294117647058826		Unclassified protein	false	false			0.037393	6317	92	4
SFRP1	ENSG00000104332	3	2018	Emory; Mayo-UFL-ISB; Emory-Sage-SGC	Protein	validation studies ongoing | not prioritized for experimental validation	Tchem	yes	3036	0.06753310348923006			1.81				0.6056664834058045	0.3	3			164	0.3475609756097561	0.5101	Secreted protein	false	true			0.062950	3574	159	6
SLC25A11	ENSG00000108528	3	2018	Chang Lab; Columbia-Rush; Emory	Genetics; RNA; Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6002	0.005569780407943771			-1.069	-0.116135572660273			0.5575190680714582	0.3	2			38	0.4473684210526316	0.1473	Unclassified protein	false	false			0.028579	7837	81	7
SLIT2	ENSG00000145147	3	2018	Duke; Emory; Emory-Sage-SGC	Genetics; Metabolomics; Protein	not prioritized for experimental validation | validation studies ongoing	Tbio	yes	4070	0.042588502930590494			-1.552				0.2865246384029572	0.3	3			130	0.36923076923076925	0.5063		false	true			0.038710	6089	101	6
SNX32	ENSG00000172803	3	2020	Emory; Emory-Sage-SGC	Genetics; Protein	validation studies planned | Not prioritized for experimental validation	Tdark	yes	6003	0.01524661592158345			-0.836	-0.282165423743603			1.2662400310597146	0.3	2			24	0.375	0.7015		false	true			0.014059	11659	35	7
SPON1	ENSG00000262655	3	2020	Emory; MSSM - Roussos Lab; Emory-Sage-SGC	Protein; RNA	validation studies ongoing | Not prioritized for experimental validation 	Tbio	yes	1334	0.2017855373073648	0.3074889387518751		1.252				0.5863955962643368	0.3	3			187	0.36363636363636365	0.4107		false	true	0.0223	0.0164	0.012427	12244	34	6
SYK	ENSG00000165025	3	2018	MSSM - Zhang Lab; Emory-Sage-SGC; IUSM-Purdue	Genetics; RNA; Protein	not prioritized for experimental validation | validation studies completed	Tclin	yes	2120	0.09391266758294593			0.515				0.3125128695863639	1	3			738	0.3888888888888889	0.5804	Kinase	false	true			0.206009	416	480	6
SYNGAP1	ENSG00000197283	3	2018	Chang Lab; Emory; MSSM - Zhang Lab	Genetics; Protein	not prioritized for experimental validation | Not prioritized for experimental validation	Tbio	yes	2757	0.07511028766353788			0.662	-0.147999490219984			0.12437555310481917	0.3	2			108	0.35185185185185186	0.3696		false	false			0.050900	4566	134	7
SYT1	ENSG00000067715	3	2018	Chang Lab; Emory; MSSM - Zhang Lab	Genetics; RNA; Protein	not prioritized for experimental validation	Tbio	yes	1770	0.11046943238562831			-1.721	-0.11580666198536			0.32202818356390905	0.3	3			464	0.4418103448275862	0.7402		false	false	0.1429	0.0418	0.101010	1791	251	7
TNFRSF1A	ENSG00000067182	3	2018	Chang Lab; MSSM - Zhang Lab; IUSM-Purdue	Genetics; RNA	not prioritized for experimental validation	Tchem	yes	1841	0.10629179180463037			1.243				0.3774857332916918	0.5	3			285	0.29473684210526313	0.2186	Membrane receptor	false	true	0.2784	0.025	0.181327	567	427	6
TYROBP	ENSG00000011600	3	2018	Mayo-UFL-ISB; MSSM - Zhang Lab; IUSM-Purdue	RNA; Genetics	not prioritized for experimental validation | validation studies ongoing | validation studies planned	Tbio	yes	1791	0.10970136604623121			-0.183				1.2801502796928181	0.3	3			769	0.4135240572171652	0.5346		false	true	0.1574	0.0256	0.142556	973	342	6
ABI3	ENSG00000108798	2	2018	Mayo-UFL-ISB; IUSM-Purdue	RNA	validation studies completed | not prioritized for experimental validation	Tbio	yes	199	0.4337638529174146	0.6677141715629201		0.501				0.9117532453907448	0.3	1			235	0.37446808510638296	0.5839		false	false	0.0311	0.0183	0.020708	9617	47	6
ADAMTS4	ENSG00000158859	2	2018	Duke; ASU	Genetics; Metabolomics; RNA	not prioritized for experimental validation | Validation studies ongoing 	Tchem	yes	1081	0.2438042652183504	0.3746677531359311		0.792				0.746653691415091	0.3	3			165	0.38181818181818183	0.5837	Metallo protease M12B subfamily	false	true	0.0586	0.0098	0.035107	6673	95	6
ANKS1B	ENSG00000185046	2	2018	Emory; MSSM - Zhang Lab	Protein	not prioritized for experimental validation | Not prioritized for experimental validation	Tbio	yes	5074	0.02759966067283349			-1.484	-0.167280423629339			0.3206454877955097	0.3	2			61	0.3770491803278688	0.6611		false	true			0.013452	11867	43	7
AP2B1	ENSG00000006125	2	2018	Chang Lab; Emory	Genetics; RNA; Protein	not prioritized for experimental validation	Tbio	yes	4129	0.04149599876973192			-0.458	-0.0911343820801278			0.3194095567436926	0.3	3			110	0.43636363636363634	0.1353	Unclassified protein	false	false			0.109395	1576	252	7
APOC1	ENSG00000130208	2	2018	Duke; MSSM - Roussos Lab	Genetics; Metabolomics; RNA	not prioritized for experimental validation | Not prioritized for experimental validation 	Tbio	yes	244	0.3996638726120694	0.6110904177558444		0.518	-0.131747205349523			1.3662452132560652	0.3	2			658	0.36930091185410335	0.6899		false	true	0.0791	0.0183	0.045525	5184	104	7
ATP1B1	ENSG00000143153	2	2018	Chang Lab; Columbia-Rush	Genetics; RNA; Protein; Clinical	not prioritized for experimental validation	Tclin	yes	5725	0.02153416458453018			-1.061	-0.141877364418953			0.19591257338325457	1	3			112	0.32142857142857145	0.3068	Transporter	false	true			0.041196	5724	95	7
ATP2A2	ENSG00000174437	2	2018	Columbia-Rush; Emory	Protein; Clinical	not prioritized for experimental validation	Tchem	yes	3915	0.04609217070011456			-1.586	-0.084599538829444			0.20031691580219332	0.85	3			250	0.32	0.3827	Hydrolase	true	true			0.076211	2775	195	7
ATP2B1	ENSG00000070961	2	2018	Emory; MSSM - Zhang Lab	Protein; Genetics; RNA	validation studies ongoing | not prioritized for experimental validation	Tbio	yes	2854	0.07257554425518184			0.332	-0.064496098941305			0.17629711273270007	0.3	2			67	0.2835820895522388	0.4		false	true			0.030585	7415	81	7
ATP6V1A	ENSG00000114573	2	2018	Chang Lab; MSSM - Zhang Lab	Genetics; RNA; Protein	validation studies ongoing	Tbio	yes	61	0.5186969750063051			-2.262	-0.036041110139891			0.3808059060741895	0.3	3			115	0.48695652173913045	0.2991	Hydrolase	true	false	0.078	0.0052	0.072128	3019	165	7
BDH2	ENSG00000164039	2	2020	Emory; Emory-Sage-SGC	Protein	validation studies ongoing	Tbio	yes	6004	0.006148371526962998			1.171	0.288818077428985			1.0176897903613353	0.3	2			33	0.5454545454545454	0.2138	Oxidoreductase	false	false			0.020929	9564	59	7
C1QTNF4	ENSG00000172247	2	2018	Columbia-Rush; Mayo-UFL-ISB	Genetics; RNA; Protein; Clinical	not prioritized for experimental validation	Tbio	yes	3997	0.044615778419073784			-2.954				1.3339510248887194	0.3	2			44	0.3181818181818182	0.6184		false	true			0.001566	18950	5	6
C4A	ENSG00000244731	2	2018	Columbia-Rush; Emory-Sage-SGC	Genetics; RNA; Protein; Clinical	not prioritized for experimental validation	Tbio	yes	2042	0.0968791899784015			1.275	0.975318483731293			0.4257358211904775	0.3	2			462	0.2619047619047619	0.6192		false	true			0.079606	2638	195	7
CACNB4	ENSG00000182389	2	2018	MSSM - Zhang Lab; MSSM - Roussos Lab	Genetics; RNA	not prioritized for experimental validation | Not prioritized for experimental validation 	Tbio	yes	2874	0.072074426383796			-0.43	-0.0460578101419316			0.6035736251318735	1	3	0	1	77	0.3246753246753247	0.7638		false	false			0.058789	3878	122	8
CAPN2	ENSG00000162909	2	2018	Emory; Emory-Sage-SGC	Protein	validation studies ongoing	Tchem	yes	261	0.3891206019555254			1.202	0.189191244476028			1.069128225404009	0.3	3			113	0.23008849557522124	0.2195	Cysteine protease	false	true	0.0554	0.0164	0.027271	8105	66	7
CD44	ENSG00000026508	2	2018	Emory; Emory-Sage-SGC	Protein	validation studies ongoing	Tbio	yes	3788	0.048968575843371664			1.687	0.988062976916577			0.6997743091131536	0.85	3			1713	0.344424985405721	0.4244	Surface antigen	false	true			0.369925	75	866	7
CDK18	ENSG00000117266	2	2019	Chang Lab; Mayo-UFL-ISB	Genetics; RNA; Protein	Not prioritized for experimental validation	Tchem	yes	5143	0.026933609831186735			-0.243	0.0682546234035293			1.056440118433455	0.85	2			18	0.3333333333333333	0.5436	CMGC protein kinase PCTAIRE	false	false			0.028727	7808	87	7
CHADL	ENSG00000100399	2	2018	Columbia-Rush; Emory	Genetics; RNA; Protein; Clinical	not prioritized for experimental validation | Not prioritized for experimental validation	Tbio	yes	6005	0.004619748183558772			0.336				1.1724795745858054	0.3	2			16	0.5625	0.6377		false	true			0.002377	18443	8	6
CIRBP	ENSG00000099622	2	2019	Chang Lab; MSSM - Roussos Lab	Genetics; RNA	Not prioritized for experimental validation 	Tbio	yes	3010	0.06835738111771966			-0.936	-0.117117208733127			0.8162990889596935	0.3	2			74	0.3918918918918919	0.1651		false	false			0.022709	9126	67	7
CLIC1	ENSG00000213719	2	2018	Chang Lab; MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation	Tbio	yes	2238	0.08879832155302801			0.497	0.209645707281577			0.9210369589914572	0.3	3			671	0.3323397913561848	0.2725	Oxidoreductase	false	true			0.010669	13033	31	7
COL11A1	ENSG00000060718	2	2020	Emory; Emory-Sage-SGC	Protein; Clinical	validation studies ongoing	Tbio	yes	1365	0.19086006588836982	0.30945656259608795		0.893				0.3386155641892656	1	3			94	0.4574468085106383	0.7856		false	true	0.0485	0.0033	0.061520	3680	158	6
CPLX1	ENSG00000168993	2	2018	Columbia-Rush; Emory	Protein; Clinical; Genetics	not prioritized for experimental validation | Not prioritized for experimental validation	Tbio	yes	3280	0.061023784901367645			-1.571	-0.107172089900907			0.7604043682623294	0.3	1			109	0.44036697247706424	0.5011		false	false			0.048236	4896	110	7
CS	ENSG00000062485	2	2018	Chang Lab; Columbia-Rush	Genetics; Protein; Clinical	not prioritized for experimental validation	Tbio	yes	3779	0.04919577506505831			-0.771	-0.0487541878341702			0.3366174543117115	0.3	1			6199	0.27294724955638006	0.1882	Transferase	true	false			0.233681	299	568	7
CSF1R	ENSG00000182578	2	2018	Mayo-UFL-ISB; IUSM-Purdue	RNA	validation studies ongoing | not prioritized for experimental validation	Tclin	yes	230	0.4110054373697914	0.547137717850459		0.64				0.4735107005998583	1	3	0	1	987	0.4690982776089159	0.5285	Enzyme	false	true	0.2682	0.0269	0.187006	535	464	7
CSMD1	ENSG00000183117	2	2018	Duke; MSSM - Zhang Lab	Genetics; Metabolomics; RNA	not prioritized for experimental validation	Tbio	yes	6006	0.014330958717439			-0.951				0.571568638410277	0.3	2			103	0.33980582524271846	0.8091		false	false			0.016843	10695	56	6
CYBA	ENSG00000051523	2	2019	Chang Lab; IUSM-Purdue	Genetics; RNA	not prioritized for experimental validation	Tbio	yes	5718	0.021579562392898242			0.654				1.4569119259788084	0.3	3			172	0.3023255813953488	0.4643	Transporter	false	true			0.049377	4772	117	6
DAG1	ENSG00000173402	2	2020	Emory; Emory-Sage-SGC	Protein	validation studies ongoing	Tbio	yes	6007	0.010718727164749708			0.435	0.122692088279333			0.3130902580464421	0.3	3			92	0.31521739130434784	0.2881	Unclassified protein	false	true			0.074841	2843	167	7
DDAH2	ENSG00000213722	2	2018	Columbia-Rush; Emory	Protein; Clinical	not prioritized for experimental validation | validation studies ongoing	Tbio	yes	5936	0.01996812859050219			0.85	0.304158633924168			0.58178161080074	0.3	1			36	0.3055555555555556	0.2703		false	false			0.011258	12760	30	7
DISC1	ENSG00000162946	2	2023	ASU; IUSM-Purdue	RNA	Validation studies ongoing  | validation studies ongoing	Tbio	yes	1611	0.12050599476874178			1.233	0.408215061012264			0.8410459668229142	0.3	2			313	0.20766773162939298	0.575		false	false	0.1165	0.0312	0.076668	2761	189	7
DLGAP2	ENSG00000198010	2	2021	JAX-VUMC-UW Resilience; MSSM - Zhang Lab	Genetics; RNA; Protein; Clinical	validation studies ongoing  | Not prioritized for experimental validation	Tbio	yes	938	0.26190617755794454	0.3901245020649104		-1.156	-0.0743725389272782			0.35970231230267435	0.3	1			59	0.23728813559322035	0.8335		false	true	0.0392	0.0178	0.028024	7967	69	7
DOC2A	ENSG00000149927	2	2020	Emory	Genetics; Protein	validation studies planned | Not prioritized for experimental validation	Tbio	yes	1398	0.183463039062146	0.29240662482485147		-0.92	-0.0515056109868759			0.9461282808367669	0.3	2			61	0.5245901639344263	0.7013		false	false	0.0087	0.001	0.019927	9848	54	7
DOCK2	ENSG00000134516	2	2018	MSSM - Zhang Lab; IUSM-Purdue	Genetics; RNA	not prioritized for experimental validation	Tchem	yes	4610	0.03329183470183242			1.092				0.41769515407413366	0.3	3			114	0.43859649122807015	0.732	Unclassified protein	false	false			0.040417	5838	103	6
DPP6	ENSG00000130226	2	2018	Chang Lab; Emory	Genetics; RNA; Protein	not prioritized for experimental validation	Tbio	yes	4249	0.03926334697801164			-1.534	-0.226291433977387			0.6875885839163498	0.3	3			151	0.3576158940397351	0.6743		false	true			0.030628	7406	79	7
DYNC1I1	ENSG00000158560	2	2018	Chang Lab; MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation	Tbio	yes	6008	0.01134349294629247			-1.636	-0.00892346375625763			0.6400674480757518	0.3	1			33	0.18181818181818182	0.5985		false	false			0.070029	3140	171	7
ECE1	ENSG00000117298	2	2020	Emory; Emory-Sage-SGC	Protein	validation studies ongoing	Tchem	yes	498	0.3318012947219764			0.771				0.47050042968330547	0.85	3			339	0.2153392330383481	0.2451	Protease	false	true	0.0207	0.0087	0.014829	11389	40	6
EPB41L3	ENSG00000082397	2	2018	Emory; MSSM - Zhang Lab	Protein	not prioritized for experimental validation | Not prioritized for experimental validation	Tbio	yes	3550	0.05417171683596459			-1.85	-0.0589144671292559			0.5592822688724435	0.3	3			57	0.40350877192982454	0.4458		false	false			0.028741	7805	78	7
EPHA1	ENSG00000146904	2	2018	Duke; Mayo-UFL-ISB	Genetics; Metabolomics; RNA	not prioritized for experimental validation	Tchem	yes	23	0.5926326948774134	0.8263149011662344		-0.36				0.9939303070129395	1	3			664	0.1852409638554217	0.7032	Enzyme	false	true	0.1017	0.0561	0.052193	4436	131	6
EPHX2	ENSG00000120915	2	2022	Emory-Sage-SGC; Duke	Protein; Genetics	Not prioritized for experimental validation 	Tchem	yes	492	0.33252884198159843	0.5039995023064713		-0.334	0.148042491573506			1.1404706531291509	0.85	2			138	0.39855072463768115	0.362	Protease	false	false	0.0785	0.0083	0.095405	2002	254	7
FCER1G	ENSG00000158869	2	2018	Mayo-UFL-ISB; Emory-Sage-SGC	RNA; Protein; Genetics	validation studies ongoing	Tbio	yes	4091	0.042194018277335064			-1.008				0.7581182856052341	0.3	3			197	0.4416243654822335	0.5755		false	true			0.112301	1525	269	6
FIBP	ENSG00000172500	2	2019	Chang Lab; MSSM - Roussos Lab	Genetics; RNA	Validation studies ongoing 	Tbio	yes	5263	0.02585754272707222			-1.274	-0.00176366727861321			0.9758326562099962	0.3	2			36	0.4166666666666667	0.1826	Unclassified protein	false	false			0.008652	14103	21	7
FLT1	ENSG00000102755	2	2020	Emory; Emory-Sage-SGC	Protein	validation studies ongoing	Tclin	yes	2270	0.08777896589331739			1.372				0.39783654625963344	1	4			328	0.4695121951219512	0.4276	Kinase	false	true			0.120786	1345	290	6
FN1	ENSG00000115414	2	2026	Columbia; IUSM-Purdue	Genetics; Protein; RNA	Validation studies completed | validation studies ongoing	Tchem	yes	1901	0.10333138682939948			1.428	0.0824907031972621			0.4190012347415272	1	4			1867	0.2919121585431173	0.5765	Adhesion	false	true	0.59	0.0685	0.436618	35	1043	7
FOXO1	ENSG00000150907	2	2018	Duke; MSSM - Roussos Lab	Genetics; Metabolomics; RNA	not prioritized for experimental validation | Not prioritized for experimental validation 	Tbio	yes	629	0.3059294637440486	0.4628494026874038		1.213				0.26824836404209035	0.3	2			837	0.3548387096774194	0.3958	Transcription factor	false	false	0.3296	0.0252	0.210999	393	497	6
FRZB	ENSG00000162998	2	2020	Emory; Emory-Sage-SGC	Protein	validation studies ongoing	Tbio	yes	3473	0.056009919036452555			0.589				1.3917534167002699	0.3	1			59	0.4067796610169492	0.619		false	true			0.033665	6894	87	6
GABRA2	ENSG00000151834	2	2023	ASU; Duke	RNA; Metabolomics; Genetics; Protein; Phenomics	Validation studies ongoing  | Not prioritized for experimental validation 	Tclin	yes	655	0.30150993546110205			-0.201	-0.210827271239143			0.49909295054729047	1	3	3	7	104	0.33653846153846156	0.7711	Ligand-gated ion channel	false	true	0.0846	0.0212	0.030290	7484	80	8
GFAP	ENSG00000131095	2	2018	Emory; MSSM - Zhang Lab	Protein; Genetics	not prioritized for experimental validation	Tbio	yes	1583	0.1241299013906786			1.634	0.765638722943709			1.010845556605997	0.3	1			12193	0.3600426474206512	0.7744		false	false	0.282	0.0762	0.167280	706	454	7
GIMAP8	ENSG00000171115	2	2022	IUSM-Purdue; MSSM - Roussos Lab	RNA	not prioritized for experimental validation | Not prioritized for experimental validation 	Tbio	yes	6009				1.093				1.1111438518290306	0.3	1			8	0.25	0.4887		false	false			0.011549	12621	32	6
